_links,additional_images,aisle,alcohol_retailer_id,availability,availability_message,availability_status,average_uom,average_weight,base_price,base_quantity,brand_name,categories,display_uom,ext_data,ext_id,fulfillment_inventory_area_id,fulfillment_retailer_id,fulfillment_retailer_store_id,fulfillment_store_number,fulfillment_types,href,ic_item_id,ic_product_id,id,images,is_alcoholic,loyalty_end_date,loyalty_price,loyalty_quantity,message_code,modified,name,offers,order_by_weight,ordering_parameters,price_alert,product_config,product_rating,product_type,promo_tag,promo_tag_percentage,reco_rating,sale_end_date,sale_price,sale_quantity,search_result,size_string,snrid,source,source_id,sponsored,status,tags,uom_price,usa_snap_eligible,user_rating
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,lb,0.5,1.0,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '7', 'name': 'Citrus'}]",ea,{},00000000031100,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/6946,172762926,16614409,6946,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3f1fc447-a1ec-4c8f-a107-a899d4839368.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3f1fc447-a1ec-4c8f-a107-a899d4839368.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3f1fc447-a1ec-4c8f-a107-a899d4839368.png'}}",False,,,,,"Wed, 31 Jan 2024 12:24:19 GMT",Cara Cara Orange,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 4.25, 'user_count': 20}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': 1.99, 'uom': 'lb'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,1.5,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '13', 'name': 'Vegetables'}, {'id': '21', 'name': 'Squash, Cucumbers & Eggplant'}]",ea,{},00000000940620,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/8851,172762009,2748190,8851,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3923406b-216a-4647-b478-e7dc78868e76.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3923406b-216a-4647-b478-e7dc78868e76.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3923406b-216a-4647-b478-e7dc78868e76.png'}}",False,,,,,"Wed, 24 Jan 2024 10:44:52 GMT",Organic Cucumber,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 5.0, 'user_count': 1}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",1 ct,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['organic'],"{'price': 1.5, 'uom': 'ct'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,lb,0.53,0.8,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '7', 'name': 'Citrus'}]",ea,{},00000000940120,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/8808,172761838,16621867,8808,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ee5eab21-10c0-428d-a059-1b327ce92ff6.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ee5eab21-10c0-428d-a059-1b327ce92ff6.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ee5eab21-10c0-428d-a059-1b327ce92ff6.png'}}",False,,,,,"Wed, 31 Jan 2024 12:24:19 GMT",Organic Navel Orange,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['organic'],"{'price': 1.5, 'uom': 'lb'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,4.99,1,stemilt world famous fruit,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '3', 'name': 'Apples'}]",ea,{},00741839006657,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/83825,260452075525,29328321,83825,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_cf9b1446-793f-4b2e-9ae3-42d6ea8472a5.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_cf9b1446-793f-4b2e-9ae3-42d6ea8472a5.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_cf9b1446-793f-4b2e-9ae3-42d6ea8472a5.png'}}",False,,,,,"Sun, 14 Jan 2024 10:19:55 GMT","Stemilt World Famous Fruit Organic Fuji Apples Punnet, 4 Count",,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 4.0, 'user_count': 4}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",4 each,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['organic'],"{'price': 1.25, 'uom': 'each'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,4.99,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '8', 'name': 'Grapes'}]",lb,{},00000000030930,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/43910,253953642,1993411,43910,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_33ae1002-8aac-4816-aa60-2dc8a2388776.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_33ae1002-8aac-4816-aa60-2dc8a2388776.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_33ae1002-8aac-4816-aa60-2dc8a2388776.png'}}",False,,,,,"Wed, 31 Jan 2024 12:24:19 GMT",Cotton Candy Grapes,,True,"{'display_name': 'lb', 'increment': 0.25, 'max': 60.0, 'min': 0.25}",,,"{'average_rating': 4.2, 'user_count': 5}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': None, 'uom': None}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,lb,0.41,1.23,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '3', 'name': 'Apples'}]",ea,{},00000000034860,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/7029,9513041207,23594784,7029,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7bac0c98-c238-4378-8dd4-90193236bd71.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7bac0c98-c238-4378-8dd4-90193236bd71.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7bac0c98-c238-4378-8dd4-90193236bd71.png'}}",False,,,,,"Thu, 04 Jan 2024 08:36:04 GMT",Sugarbee Apple,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 4.7, 'user_count': 10}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': 2.99, 'uom': 'lb'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,3.49,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '9', 'name': 'Melons'}]",ea,{},00000000040500,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/7084,172761174,18107566,7084,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_66831aa1-1aba-4689-b1be-11c070e81f7b.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_66831aa1-1aba-4689-b1be-11c070e81f7b.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_66831aa1-1aba-4689-b1be-11c070e81f7b.png'}}",False,,,,,"Sat, 23 Dec 2023 08:18:13 GMT",Cantaloupe,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 2.5714, 'user_count': 7}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",1 ct,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': 3.49, 'uom': 'ct'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,2.0,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '4', 'name': 'Tropical Fruit'}]",ea,{},00000000040510,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/7085,172760761,16614422,7085,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a0c710a1-0ae0-45bf-9c26-e4a3d4a7c94e.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a0c710a1-0ae0-45bf-9c26-e4a3d4a7c94e.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a0c710a1-0ae0-45bf-9c26-e4a3d4a7c94e.png'}}",False,,,,,"Tue, 23 Jan 2024 14:01:46 GMT",Red Mango,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 3.25, 'user_count': 4}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",1 ct,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': 2.0, 'uom': 'ct'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,6.99,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '5', 'name': 'Berries'}]",ea,{},00000000944630,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/84300,281327246240,248581,84300,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ed10542d-29ae-42e3-9a4d-3ffdc99ffacd.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ed10542d-29ae-42e3-9a4d-3ffdc99ffacd.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ed10542d-29ae-42e3-9a4d-3ffdc99ffacd.png'}}",False,,,,,"Wed, 31 Jan 2024 12:24:19 GMT",Organic Blueberries,"[{'badge_type': None, 'clipped': None, 'display_badge': True, 'end_date': '2024-02-13T23:59:00-07:00', 'has_details': True, 'href': '/offers/19754', 'id': '19754', 'is_not_actionable': None, 'offer_type': 'offer', 'points': None}]",False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 4.6316, 'user_count': 133}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",1 pint container,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['organic'],"{'price': 6.99, 'uom': 'pint container'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,5.99,1,stemilt world famous fruit,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '3', 'name': 'Apples'}]",ea,{},00741839006633,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/82568,391320102563,29102120,82568,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_83e39b74-0d60-4b57-8cfe-f0126478b919.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_83e39b74-0d60-4b57-8cfe-f0126478b919.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_83e39b74-0d60-4b57-8cfe-f0126478b919.png'}}",False,,,,,"Wed, 31 Jan 2024 23:54:08 GMT","Stemilt World Famous Fruit Organic Cosmic Crisp Apple Punnet, 4 Count",,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 5.0, 'user_count': 1}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",1 each,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': 5.99, 'uom': 'each'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,1.25,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '4', 'name': 'Tropical Fruit'}]",ea,{},00000000043120,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/7207,239453595,16345661,7207,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9cad09b4-2142-48db-b1d3-4392a63a01f1.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9cad09b4-2142-48db-b1d3-4392a63a01f1.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9cad09b4-2142-48db-b1d3-4392a63a01f1.png'}}",False,,,,,"Fri, 26 Jan 2024 09:57:07 GMT",Yellow Mango,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 4.25, 'user_count': 4}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",1 ct,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': 1.25, 'uom': 'ct'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,5.99,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '429', 'name': 'Fresh Cut Fruit'}]",ea,{},00683953001777,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/30155,446472553,19168701,30155,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_866b13a8-5849-4c5c-824b-74890959062d.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_866b13a8-5849-4c5c-824b-74890959062d.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_866b13a8-5849-4c5c-824b-74890959062d.png'}}",False,,,,,"Thu, 25 Jan 2024 10:45:55 GMT",Pomegranate Arils,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 1.0, 'user_count': 4}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",8 oz,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['non-gmo'],"{'price': 0.75, 'uom': 'oz'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,2.99,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '4', 'name': 'Tropical Fruit'}]",ea,{},00000000043970,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/7239,390798928,16665741,7239,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_86b15185-0ea6-4ad9-8705-259afb1bc186.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_86b15185-0ea6-4ad9-8705-259afb1bc186.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_86b15185-0ea6-4ad9-8705-259afb1bc186.png'}}",False,,,,,"Wed, 31 Jan 2024 12:24:19 GMT",Passion Fruit,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 3.2222222222222223, 'user_count': 9}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': None, 'uom': None}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,6.99,1,united exports,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '5', 'name': 'Berries'}]",ea,{},00813187010331,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/52090,762083400,16514907,52090,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_8a6d928b-72ec-48d5-ae1a-ec62d14cbe26.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_8a6d928b-72ec-48d5-ae1a-ec62d14cbe26.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_8a6d928b-72ec-48d5-ae1a-ec62d14cbe26.png'}}",False,,,,,"Mon, 29 Jan 2024 10:23:29 GMT",Jumbo Blueberries,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 5.0, 'user_count': 5}",product,Save $3.01,Save 43%,3.0,2024-02-10T00:59:59-07:00,3.98,1.0,"{'result_set': 0, 'score': None}",9.8 oz container,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': 0.41, 'uom': 'oz container'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,3.99,1,mighties,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '4', 'name': 'Tropical Fruit'}]",ea,{},00014668510009,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/52463,123913960695,26032863,52463,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e2a8c708-c718-41b1-89ef-c719ea402982.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e2a8c708-c718-41b1-89ef-c719ea402982.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e2a8c708-c718-41b1-89ef-c719ea402982.png'}}",False,,,,,"Sat, 20 Jan 2024 14:44:00 GMT",Mighties Organic Kiwis,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 4.4923, 'user_count': 65}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",1 lb,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['organic'],"{'price': 3.99, 'uom': 'lb'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,lb,2.24,7.82,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '8', 'name': 'Grapes'}]",ea,{},00000000040560,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/7090,172761154,16345959,7090,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_14e923d0-c440-4081-8049-b21d89f9002b.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_14e923d0-c440-4081-8049-b21d89f9002b.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_14e923d0-c440-4081-8049-b21d89f9002b.png'}}",False,,,,,"Wed, 24 Jan 2024 10:44:52 GMT",Black Seedless Grapes,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 2.0, 'user_count': 1}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",1 lb bunch,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': 3.49, 'uom': 'lb'}",True,
,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,,1.0,1,,"[{'id': '1', 'name': 'Produce'}, {'id': '2', 'name': 'Fruits'}, {'id': '494', 'name': 'Avocados'}]",ea,{},00000000040460,8370,279,2,17650,"['delivery', 'instore', 'pickup']",/store_products/7080,1603808633,3251376,7080,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_bca88ebd-4e29-457a-875d-415c3d8cf3d5.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_bca88ebd-4e29-457a-875d-415c3d8cf3d5.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_bca88ebd-4e29-457a-875d-415c3d8cf3d5.png'}}",False,,,,,"Sun, 14 Jan 2024 10:19:55 GMT",Medium Hass Avocado,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 4.4, 'user_count': 10}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",1 ct,b46d280d-8770-430f-8cbd-d8844df0e7e3,,,False,True,['none'],"{'price': 1.0, 'uom': 'ct'}",True,
